transaction_id,transaction_date,direction,amount,currency,counterparty_name,counterparty_account,reference,payment_method,bank_account,description
BNK-00001972,2026-04-29,DEBIT,466720.23,LKR,Insurance Provider,859136249772,MISC-001972,WIRE,OPERATING-001,Customer receipt
BNK-00001998,2026-04-29,DEBIT,618564.06,LKR,Employee Reimbursements,759640976416,MISC-001998,ACH,OPERATING-001,Tax payment
BNK-00000058,2026-04-30,DEBIT,850583.99,LKR,Seacrest Holdings Limited,693021588007,INV-2026-000063,WIRE,PAYABLES-001,Vendor payment INV-2026-000063
BNK-00000071,2026-04-30,DEBIT,1203.29,USD,Evergreen Industries Corporation,191967772113,INV-2026-000075,WIRE,OPERATING-002,Vendor payment INV-2026-000075
BNK-00000347,2026-04-30,DEBIT,785.8,GBP,Pioneer Industries Incorporated,588849788066,INV-2026-000366,CHEQUE,OPERATING-002,Vendor payment INV-2026-000366
BNK-00000418,2026-04-30,DEBIT,5132.1,USD,Silverline Logistics Limited,381959955088,INV-2026-000436,CHEQUE,OPERATING-001,Vendor payment INV-2026-000436
BNK-00000480,2026-04-30,DEBIT,2907.5,EUR,Pioneer Supplies Incorporated,478166864450,INV-2026-000505-P2,CHEQUE,OPERATING-001,Part payment 2 for INV-2026-000505
BNK-00000636,2026-04-30,DEBIT,17230.65,USD,Global Engineering Limited,159172251058,INV-2026-000665,CHEQUE,OPERATING-002,Vendor payment INV-2026-000665
BNK-00001188,2026-04-30,DEBIT,12778.84,USD,Orbit Trading Limited,670621564585,INV-2026-001238,ACH,PAYABLES-001,Vendor payment INV-2026-001238
BNK-00001221,2026-04-30,DEBIT,17265.7,GBP,Silverline Systems Incorporated,812865433579,INV-2026-001274,WIRE,OPERATING-002,Vendor payment INV-2026-001274
BNK-00001372,2026-04-30,DEBIT,8086.7,USD,Nova Engineering Corporation,781595872312,INV-2026-001433,CHEQUE,OPERATING-001,Vendor payment INV-2026-001433
BNK-00001457,2026-04-30,DEBIT,8757.81,EUR,Titan Foods Incorporated,275661855915,INV-2026-001519,ACH,OPERATING-002,Vendor payment INV-2026-001519
BNK-00001621,2026-04-30,DEBIT,689072.64,LKR,Zenith Consulting Incorporated,300057279938,INV-2026-001691,ACH,OPERATING-001,Vendor payment INV-2026-001691 incl bank fee
BNK-00001660,2026-04-30,DEBIT,1312.68,USD,Royal Networks Incorporated,420358865351,INV-2026-001734,CHEQUE,OPERATING-001,Vendor payment INV-2026-001734
BNK-00001787,2026-04-30,DEBIT,21425.34,USD,Insight Services Limited,112978452832,INV-2026-001858,CHEQUE,OPERATING-001,Vendor payment INV-2026-001858
BNK-00000036,2026-05-01,DEBIT,22445.52,EUR,Evergreen Industries Corporation,191967772113,INV-2026-000039,ACH,OPERATING-002,Vendor payment INV-2026-000039
BNK-00001361,2026-05-01,DEBIT,7431.57,USD,Delta Solutions Corporation,641938372964,INV-2026-001422,ACH,OPERATING-001,Vendor payment INV-2026-001422
BNK-00001441,2026-05-01,DEBIT,21095.66,USD,Orbit Supplies Limited,298066901090,INV-2026-001505,WIRE,PAYABLES-001,Vendor payment INV-2026-001505
BNK-00001649,2026-05-01,DEBIT,2369.06,USD,Harbor Logistics Ltd,339669665349,INV-2026-001722,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001722
BNK-00000052,2026-05-02,DEBIT,3466.02,USD,Insight Services Limited,112978452832,INV-2026-000057,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000057
BNK-00000227,2026-05-02,DEBIT,9746.52,USD,Silverline Technologies Incorporated,636439249785,INV-2026-000243,ACH,OPERATING-001,Vendor payment INV-2026-000243
BNK-00001922,2026-05-02,DEBIT,630731.11,LKR,Interest Income,165481564551,MISC-001922,DIRECT_DEBIT,PAYABLES-001,Operating expense
BNK-00000048,2026-05-03,DEBIT,5239.54,USD,Nova Packaging Corporation,712652693184,INV-2026-000051,ACH,PAYABLES-001,Vendor payment INV-2026-000051
BNK-00000292,2026-05-03,DEBIT,18723.66,USD,Crescent Industries Limited,354876605861,INV-2026-000307,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000307
BNK-00000582,2026-05-03,DEBIT,18332.16,EUR,Northstar Packaging Corporation,984294502389,INV-2026-000610,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000610
BNK-00000775,2026-05-03,DEBIT,8617.54,GBP,Seacrest Consulting Incorporated,313671722771,INV-2026-000820,WIRE,PAYABLES-001,Vendor payment INV-2026-000820
BNK-00001395,2026-05-03,DEBIT,1649073.62,LKR,Global Textiles Ltd,520913251936,INV-2026-001458,ACH,OPERATING-001,Vendor payment INV-2026-001458
BNK-00001448,2026-05-03,DEBIT,4010.08,USD,Northstar Packaging Corporation,984294502389,INV-2026-001511,CHEQUE,OPERATING-002,Vendor payment INV-2026-001511
BNK-00001550,2026-05-03,DEBIT,6870.96,USD,Keystone Technologies Incorporated,537795287592,INV-2026-001615,WIRE,OPERATING-002,Vendor payment INV-2026-001615
BNK-00001774,2026-05-03,DEBIT,21197.51,USD,Zenith Consulting Incorporated,300057279938,INV-2026-001848,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001848
BNK-00001778,2026-05-03,DEBIT,20225.16,USD,Delta Solutions Corporation,641938372964,INV-2026-001852,CHEQUE,OPERATING-002,Vendor payment INV-2026-001852
BNK-00001779,2026-05-03,DEBIT,20225.16,USD,Delta Solutions Corporation,641938372964,INV-2026-001852,CHEQUE,PAYABLES-001,Possible duplicate vendor payment INV-2026-001852
BNK-00001846,2026-05-03,DEBIT,7744.64,USD,Keystone Trading Corporation,151975288711,INV-2026-001916,WIRE,PAYABLES-001,Vendor payment INV-2026-001916
BNK-00000875,2026-05-04,DEBIT,4356.62,USD,Zenith Supplies Limited,280242485333,INV-2026-000921,WIRE,PAYABLES-001,Vendor payment INV-2026-000921
BNK-00001046,2026-05-04,DEBIT,2762.88,USD,Fusion Consulting Incorporated,159574598144,INV-2026-001095,ACH,OPERATING-002,Vendor payment INV-2026-001095 incl bank fee
BNK-00001256,2026-05-04,DEBIT,9286.2,GBP,Zenith Trading Incorporated,999134125065,INV-2026-001310,WIRE,PAYABLES-001,Vendor payment INV-2026-001310
BNK-00001495,2026-05-04,DEBIT,960761.49,LKR,Fusion Consulting Incorporated,159574598144,INV-2026-001558,CHEQUE,OPERATING-002,Vendor payment INV-2026-001558
BNK-00001690,2026-05-04,DEBIT,18833.06,EUR,Pioneer Supplies Incorporated,478166864450,INV-2026-001762,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001762
BNK-00001844,2026-05-04,DEBIT,3272.83,USD,Orbit Supplies Limited,298066901090,INV-2026-001914,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001914
BNK-00002016,2026-05-04,DEBIT,5432.07,USD,Insurance Provider,121205937684,MISC-002016,ACH,PAYABLES-001,Tax payment
BNK-00000102,2026-05-05,DEBIT,8447.59,USD,Vertex Supplies Corporation,715100412638,INV-2026-000112,CHEQUE,OPERATING-002,Vendor payment INV-2026-000112
BNK-00000103,2026-05-05,DEBIT,8447.59,USD,Vertex Supplies Corporation,715100412638,INV-2026-000112,CHEQUE,OPERATING-001,Possible duplicate vendor payment INV-2026-000112
BNK-00000293,2026-05-05,DEBIT,12234.76,USD,Zenith Consulting Ltd,320972207209,INV-2026-000308,WIRE,OPERATING-001,Vendor payment INV-2026-000308
BNK-00000862,2026-05-05,DEBIT,1536639.48,LKR,Metro Foods Limited,271054481685,INV-2026-000907,WIRE,OPERATING-002,Vendor payment INV-2026-000907
BNK-00001025,2026-05-05,DEBIT,1538667.47,LKR,Orbit Trading Limited,670621564585,INV-2026-001075,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001075
BNK-00001080,2026-05-05,DEBIT,19248.54,USD,Royal Networks Incorporated,420358865351,INV-2026-001131,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001131 incl bank fee
BNK-00001428,2026-05-05,DEBIT,8061.81,EUR,Redwood Logistics Incorporated,162027005011,INV-2026-001492,WIRE,OPERATING-001,Vendor payment INV-2026-001492
BNK-00001491,2026-05-05,DEBIT,8986.62,USD,Nova Solutions Corporation,307437974878,INV-2026-001554,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001554
BNK-00001758,2026-05-05,DEBIT,14277.16,USD,Zenith Consulting Limited,320972207209,INV-2026-001832,WIRE,OPERATING-001,Vendor payment INV-2026-001832
BNK-00001927,2026-05-05,DEBIT,4400.34,EUR,National Telecom,916310101609,MISC-001927,ACH,OPERATING-002,Tax payment
BNK-00002021,2026-05-05,DEBIT,3547.73,USD,Insurance Provider,898403352326,MISC-002021,BANK_TRANSFER,OPERATING-001,Operating expense
BNK-00000135,2026-05-06,DEBIT,17583.64,USD,Harbor Logistics Limited,339669665349,INV-2026-000144,CHEQUE,OPERATING-002,Vendor payment INV-2026-000144
BNK-00000224,2026-05-06,DEBIT,2678.05,USD,Keystone Packaging Limited,137044812889,INV-2026-000239,ACH,PAYABLES-001,Vendor payment INV-2026-000239
BNK-00000375,2026-05-06,DEBIT,14409.07,EUR,Royal Networks Incorporated,420358865351,INV-2026-000394,ACH,OPERATING-002,Vendor payment INV-2026-000394
BNK-00000542,2026-05-06,DEBIT,572.23,USD,Titan Consulting Limited,210036267868,INV-2026-000573,WIRE,OPERATING-001,Vendor payment INV-2026-000573
BNK-00001007,2026-05-06,DEBIT,16076.06,USD,ROYAL SERVICES INCORPORATED,692955158244,INV-2026-001057,ACH,OPERATING-002,Vendor payment INV-2026-001057
BNK-00001047,2026-05-06,DEBIT,17943.12,GBP,Silverline Logistics Limited,381959955088,INV-2026-001096,WIRE,OPERATING-002,Vendor payment INV-2026-001096
BNK-00001138,2026-05-06,DEBIT,2121.35,USD,Redwood Textiles Ltd,797825279821,INV-2026-001189,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001189
BNK-00001644,2026-05-06,DEBIT,13027.36,EUR,Pioneer Solutions Incorporated,977752159666,INV-2026-001717,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001717
BNK-00001671,2026-05-06,DEBIT,1806.67,EUR,Delta Solutions Incorporated,482855037930,INV-2026-001742,WIRE,PAYABLES-001,Vendor payment INV-2026-001742
BNK-00001713,2026-05-06,DEBIT,2949.23,USD,Royal Networks Inc,420358865351,INV-2026-001785,ACH,PAYABLES-001,Vendor payment INV-2026-001785
BNK-00000151,2026-05-07,DEBIT,19018.3,USD,Metro Engineering Limited,920438032193,INV-2026-000158,ACH,OPERATING-001,Vendor payment INV-2026-000158
BNK-00000474,2026-05-07,DEBIT,3221.19,USD,Vertex Consulting Incorporated,829094805956,INV-2026-000499,WIRE,PAYABLES-001,Vendor payment INV-2026-000499
BNK-00000710,2026-05-07,DEBIT,2596.45,USD,Vertex Packaging Incorporated,873883374114,INV-2026-000754,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000754
BNK-00000830,2026-05-07,DEBIT,10209.09,GBP,Global Textiles Limited,520913251936,INV-2026-000876,ACH,OPERATING-001,Vendor payment INV-2026-000876
BNK-00001095,2026-05-07,DEBIT,7194.05,GBP,Lanka Foods Limited,482503603584,INV-2026-001145,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001145
BNK-00001104,2026-05-07,DEBIT,9489.32,USD,Crescent Industries Limited,354876605861,INV-2026-001154,WIRE,PAYABLES-001,Vendor payment INV-2026-001154
BNK-00001335,2026-05-07,DEBIT,4548.99,USD,Apex Consulting Incorporated,509620244728,INV-2026-001393,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001393
BNK-00001847,2026-05-07,DEBIT,14797.82,EUR,Orbit Pharma Corp,243661253546,INV-2026-001917,WIRE,OPERATING-001,Vendor payment INV-2026-001917
BNK-00001849,2026-05-07,DEBIT,10079.28,GBP,ZENITH TRADING INCORPORATED,999134125065,INV-2026-001919,WIRE,OPERATING-002,Vendor payment INV-2026-001919
BNK-00001948,2026-05-07,DEBIT,679.28,USD,City Power Utility,229094271718,MISC-001948,WIRE,OPERATING-002,Utility payment
BNK-00002039,2026-05-07,DEBIT,3680.96,USD,Interest Income,804311438828,MISC-002039,BANK_TRANSFER,OPERATING-001,Utility payment
BNK-00000272,2026-05-08,DEBIT,13855.38,EUR,Nova Engineering Corporation,781595872312,INV-2026-000291,CHEQUE,OPERATING-001,Vendor payment INV-2026-000291
BNK-00000273,2026-05-08,DEBIT,13855.38,EUR,Nova Engineering Corporation,781595872312,INV-2026-000291,WIRE,OPERATING-001,Possible duplicate vendor payment INV-2026-000291
BNK-00000423,2026-05-08,DEBIT,12756.45,USD,Unity Technologies Limited,795191128611,INV-2026-000441,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000441
BNK-00000729,2026-05-08,DEBIT,17604.82,USD,Royal Networks Inc,420358865351,INV-2026-000774,WIRE,OPERATING-002,Vendor payment INV-2026-000774
BNK-00000878,2026-05-08,DEBIT,8995.55,GBP,Vertex Textiles Corporation,415235296085,INV-2026-000924,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000924
BNK-00000898,2026-05-08,DEBIT,4070.63,GBP,Pioneer Supplies Incorporated,478166864450,INV-2026-000942,CHEQUE,OPERATING-002,Vendor payment INV-2026-000942 incl bank fee
BNK-00000949,2026-05-08,DEBIT,10228.74,USD,Nova Systems Corporation,367862118541,INV-2026-001000,CHEQUE,OPERATING-001,Vendor payment INV-2026-001000
BNK-00000997,2026-05-08,DEBIT,14153.97,GBP,Zenith Packaging Limited,521010568149,INV-2026-001046,CHEQUE,OPERATING-001,Vendor payment INV-2026-001046
BNK-00001012,2026-05-08,DEBIT,564674.68,LKR,Evergreen Industries Corp,191967772113,INV-2026-001062,ACH,PAYABLES-001,Vendor payment INV-2026-001062
BNK-00001015,2026-05-08,DEBIT,8248.8,USD,Crescent Supplies Limited,821600684492,INV-2026-001065,ACH,PAYABLES-001,Vendor payment INV-2026-001065 incl bank fee
BNK-00001234,2026-05-08,DEBIT,16171.98,USD,Keystone Trading Corporation,151975288711,INV-2026-001285,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001285
BNK-00001455,2026-05-08,DEBIT,6502.93,EUR,Nova Textiles Corporation,367267673414,INV-2026-001518,ACH,OPERATING-002,Vendor payment INV-2026-001518
BNK-00001842,2026-05-08,DEBIT,14296.83,EUR,Lanka Foods Limited,482503603584,INV-2026-001912,WIRE,OPERATING-002,Vendor payment INV-2026-001912
BNK-00000049,2026-05-09,DEBIT,19300.71,USD,Seacrest Consulting Inc,313671722771,INV-2026-000052,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000052
BNK-00000226,2026-05-09,DEBIT,5903.4,USD,Unity Technologies Limited,795191128611,INV-2026-000242,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000242
BNK-00000265,2026-05-09,DEBIT,8639.21,USD,Nova Engineering Corporation,781595872312,INV-2026-000284,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000284
BNK-00000481,2026-05-09,DEBIT,897787.42,LKR,Nova Packaging Corp,712652693184,INV-2026-000506,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000506
BNK-00001359,2026-05-09,DEBIT,10088.94,USD,Pioneer Supplies Incorporated,478166864450,INV-2026-001418,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001418
BNK-00001636,2026-05-09,DEBIT,5278.62,EUR,Insight Technologies Incorporated,340733806442,INV-2026-001707,CHEQUE,OPERATING-002,Vendor payment INV-2026-001707
BNK-00001655,2026-05-09,DEBIT,12461.37,GBP,Nova Packaging Corp,712652693184,INV-2026-001729,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001729
BNK-00001837,2026-05-09,DEBIT,415397.75,LKR,Quantum Technologies Incorporated,178494949883,INV-2026-001907,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001907
BNK-00002024,2026-05-09,CREDIT,3631.66,EUR,City Power Utility,419088831778,MISC-002024,BANK_TRANSFER,OPERATING-001,Payroll related
BNK-00000041,2026-05-10,DEBIT,20418.35,USD,Pioneer Solutions Incorporated,977752159666,INV-2026-000045,ACH,OPERATING-002,Vendor payment INV-2026-000045
BNK-00000081,2026-05-10,DEBIT,18468.94,GBP,BrightPath Logistics Corporation,755696355114,INV-2026-000086,WIRE,OPERATING-001,Vendor payment INV-2026-000086
BNK-00000082,2026-05-10,DEBIT,1509.29,EUR,DELTA SOLUTIONS CORPORATION,641938372964,INV-2026-000087,CHEQUE,OPERATING-002,Vendor payment INV-2026-000087
BNK-00000361,2026-05-10,DEBIT,1712123.55,LKR,Zenith Consulting Incorporated,300057279938,INV-2026-000381,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000381
BNK-00000545,2026-05-10,DEBIT,12071.14,USD,Harbor Industries Limited,656253304185,INV-2026-000577,WIRE,PAYABLES-001,Vendor payment INV-2026-000577
BNK-00000916,2026-05-10,DEBIT,2621.69,USD,Keystone Technologies Inc,537795287592,INV-2026-000963,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000963
BNK-00000972,2026-05-10,DEBIT,13400.69,USD,Crescent Industries Limited,354876605861,INV-2026-001023,ACH,OPERATING-001,Vendor payment INV-2026-001023
BNK-00001035,2026-05-10,DEBIT,19283.65,USD,Pioneer Industries Incorporated,588849788066,INV-2026-001085,CHEQUE,OPERATING-001,Vendor payment INV-2026-001085
BNK-00001212,2026-05-10,DEBIT,21633.25,USD,Unity Packaging Corporation,275583175291,INV-2026-001265,ACH,OPERATING-002,Vendor payment INV-2026-001265
BNK-00001235,2026-05-10,DEBIT,6941.34,USD,Global Trading Limited,791827976491,INV-2026-001286,WIRE,PAYABLES-001,Vendor payment INV-2026-001286
BNK-00001413,2026-05-10,DEBIT,4744.13,USD,Zenith Consulting Incorporated,300057279938,INV-2026-001479-P1,CHEQUE,OPERATING-001,Part payment 1 for INV-2026-001479
BNK-00001421,2026-05-10,DEBIT,9432.41,USD,Metro Holdings Incorporated,337635667755,INV-2026-001486,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001486
BNK-00001429,2026-05-10,DEBIT,333369.54,LKR,Silverline Systems Incorporated,812865433579,INV-2026-001493,WIRE,PAYABLES-001,Vendor payment INV-2026-001493
BNK-00001433,2026-05-10,DEBIT,18661.7,GBP,Metro Consulting Limited,223880907939,INV-2026-001497,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001497
BNK-00001456,2026-05-10,DEBIT,6502.93,EUR,Nova Textiles Corporation,367267673414,INV-2026-001518,BANK_TRANSFER,PAYABLES-001,Possible duplicate vendor payment INV-2026-001518
BNK-00001469,2026-05-10,DEBIT,2629.42,EUR,INSIGHT TECHNOLOGIES INCORPORATED,340733806442,INV-2026-001531,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001531
BNK-00001951,2026-05-10,DEBIT,2878.09,USD,Government Tax Authority,244682625647,MISC-001951,DIRECT_DEBIT,OPERATING-002,Rent payment
BNK-00000165,2026-05-11,DEBIT,1369435.62,LKR,Vertex Textiles Corporation,415235296085,INV-2026-000174,ACH,PAYABLES-001,Vendor payment INV-2026-000174
BNK-00000435,2026-05-11,DEBIT,9816.61,USD,Royal Networks Incorporated,420358865351,INV-2026-000456,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000456
BNK-00000558,2026-05-11,DEBIT,14137.82,EUR,Global Trading Limited,791827976491,INV-2026-000587,ACH,OPERATING-002,Vendor payment INV-2026-000587
BNK-00000588,2026-05-11,DEBIT,1926915.32,LKR,Keystone Technologies Incorporated,537795287592,INV-2026-000617,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000617
BNK-00000700,2026-05-11,DEBIT,2889.98,GBP,Titan Foods Incorporated,275661855915,INV-2026-000745,CHEQUE,OPERATING-001,Vendor payment INV-2026-000745
BNK-00000717,2026-05-11,DEBIT,13020.2,USD,Titan Consulting Limited,210036267868,INV-2026-000762,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000762
BNK-00000989,2026-05-11,DEBIT,1327019.36,LKR,Fusion Consulting Inc,159574598144,INV-2026-001038,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001038
BNK-00001290,2026-05-11,DEBIT,17823.88,USD,Metro Consulting Limited,223880907939,INV-2026-001347,WIRE,OPERATING-002,Vendor payment INV-2026-001347
BNK-00001422,2026-05-11,DEBIT,9432.41,USD,Metro Holdings Incorporated,337635667755,INV-2026-001486,CHEQUE,OPERATING-002,Possible duplicate vendor payment INV-2026-001486
BNK-00001490,2026-05-11,DEBIT,89143.78,LKR,Delta Solutions Corporation,641938372964,INV-2026-001553,WIRE,OPERATING-002,Vendor payment INV-2026-001553
BNK-00001545,2026-05-11,DEBIT,586969.02,LKR,Delta Solutions Incorporated,482855037930,INV-2026-001609,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001609
BNK-00001819,2026-05-11,DEBIT,13160.95,GBP,Crescent Supplies Limited,821600684492,INV-2026-001890,CHEQUE,OPERATING-002,Vendor payment INV-2026-001890
BNK-00001834,2026-05-11,DEBIT,7461.51,GBP,Keystone Logistics Limited,373263685325,INV-2026-001905,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001905
BNK-00000042,2026-05-12,DEBIT,20418.35,USD,Pioneer Solutions Incorporated,977752159666,INV-2026-000045,BANK_TRANSFER,OPERATING-002,Possible duplicate vendor payment INV-2026-000045
BNK-00000099,2026-05-12,DEBIT,8051.54,USD,Zenith Packaging Limited,521010568149,INV-2026-000108,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000108 incl bank fee
BNK-00000169,2026-05-12,DEBIT,13289.74,USD,Fusion Consulting Incorporated,159574598144,INV-2026-000179,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000179
BNK-00000310,2026-05-12,DEBIT,12039.52,USD,HARBOR SERVICES INCORPORATED,624015215345,INV-2026-000326,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000326
BNK-00000392,2026-05-12,DEBIT,1090206.96,LKR,Crescent Supplies Corporation,485089074443,INV-2026-000410,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000410
BNK-00000512,2026-05-12,DEBIT,2798.48,GBP,Harbor Services Incorporated,624015215345,INV-2026-000541,ACH,PAYABLES-001,Vendor payment INV-2026-000541
BNK-00000564,2026-05-12,DEBIT,14486.53,USD,Northstar Packaging Corporation,984294502389,INV-2026-000592,WIRE,OPERATING-001,Vendor payment INV-2026-000592
BNK-00000937,2026-05-12,DEBIT,5304.7,USD,Zenith Consulting Ltd,320972207209,INV-2026-000986,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000986
BNK-00001088,2026-05-12,DEBIT,1723092.82,LKR,Zenith Supplies Limited,280242485333,INV-2026-001139,WIRE,OPERATING-002,Vendor payment INV-2026-001139
BNK-00001107,2026-05-12,DEBIT,8057.69,EUR,Insight Services Limited,112978452832,INV-2026-001157,WIRE,PAYABLES-001,Vendor payment INV-2026-001157
BNK-00001295,2026-05-12,DEBIT,11112.67,USD,Zenith Trading Incorporated,999134125065,INV-2026-001352,CHEQUE,OPERATING-001,Vendor payment INV-2026-001352
BNK-00001414,2026-05-12,DEBIT,3400.12,USD,Zenith Consulting Incorporated,300057279938,INV-2026-001479-P2,WIRE,PAYABLES-001,Part payment 2 for INV-2026-001479
BNK-00001798,2026-05-12,DEBIT,10636.3,USD,Vertex Packaging Incorporated,873883374114,INV-2026-001869,CHEQUE,OPERATING-002,Vendor payment INV-2026-001869
BNK-00001963,2026-05-12,DEBIT,1139.84,USD,Office Rent Holdings,797815162094,MISC-001963,BANK_TRANSFER,PAYABLES-001,Bank charge
BNK-00002082,2026-05-12,DEBIT,2175.87,USD,Employee Reimbursements,502529669476,MISC-002082,DIRECT_DEBIT,PAYABLES-001,Payroll related
BNK-00002100,2026-05-12,DEBIT,180484.09,LKR,City Power Utility,206657963315,MISC-002100,CARD,PAYABLES-001,Insurance payment
BNK-00000020,2026-05-13,DEBIT,2025369.36,LKR,Unity Foods Corporation,521330443041,INV-2026-000018,WIRE,PAYABLES-001,Vendor payment INV-2026-000018
BNK-00000125,2026-05-13,DEBIT,4205.15,USD,Orbit Consulting Limited,884069898811,INV-2026-000135,ACH,PAYABLES-001,Vendor payment INV-2026-000135
BNK-00000298,2026-05-13,DEBIT,9120.83,USD,Metro Foods Ltd,271054481685,INV-2026-000314,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000314
BNK-00000458,2026-05-13,DEBIT,12760.22,USD,Unity Packaging Corporation,275583175291,INV-2026-000482,WIRE,OPERATING-002,Vendor payment INV-2026-000482
BNK-00000490,2026-05-13,DEBIT,1975.72,USD,Delta Foods Corporation,430464641651,INV-2026-000518,ACH,PAYABLES-001,Vendor payment INV-2026-000518
BNK-00000533,2026-05-13,DEBIT,11595.78,USD,Silverline Systems Incorporated,812865433579,INV-2026-000561,CHEQUE,OPERATING-002,Vendor payment INV-2026-000561
BNK-00000589,2026-05-13,DEBIT,1926915.32,LKR,Keystone Technologies Incorporated,537795287592,INV-2026-000617,BANK_TRANSFER,OPERATING-002,Possible duplicate vendor payment INV-2026-000617
BNK-00000601,2026-05-13,DEBIT,3806.94,USD,TITAN FOODS INCORPORATED,275661855915,INV-2026-000628,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000628
BNK-00000867,2026-05-13,DEBIT,16085.21,USD,Lanka Foods Limited,482503603584,INV-2026-000912,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000912
BNK-00001156,2026-05-13,DEBIT,542.82,EUR,Royal Services Inc,692955158244,INV-2026-001206,ACH,OPERATING-002,Vendor payment INV-2026-001206
BNK-00001227,2026-05-13,DEBIT,4106.16,USD,Nova Logistics Limited,988348638973,INV-2026-001280,ACH,OPERATING-001,Vendor payment INV-2026-001280
BNK-00001242,2026-05-13,DEBIT,6092.21,USD,Global Engineering Ltd,159172251058,INV-2026-001295,WIRE,PAYABLES-001,Vendor payment INV-2026-001295
BNK-00001257,2026-05-13,DEBIT,8174.89,GBP,Insight Technologies Incorporated,340733806442,INV-2026-001311,ACH,PAYABLES-001,Vendor payment INV-2026-001311
BNK-00001273,2026-05-13,DEBIT,11767.15,USD,Seacrest Consulting Incorporated,313671722771,INV-2026-001327,WIRE,PAYABLES-001,Vendor payment INV-2026-001327
BNK-00001301,2026-05-13,DEBIT,4982.93,EUR,Vertex Packaging Incorporated,873883374114,INV-2026-001359,ACH,PAYABLES-001,Vendor payment INV-2026-001359
BNK-00001302,2026-05-13,DEBIT,4982.93,EUR,Vertex Packaging Incorporated,873883374114,INV-2026-001359,ACH,OPERATING-002,Possible duplicate vendor payment INV-2026-001359
BNK-00001734,2026-05-13,DEBIT,14208.08,USD,Delta Foods Corporation,430464641651,INV-2026-001810,WIRE,OPERATING-001,Vendor payment INV-2026-001810
BNK-00001743,2026-05-13,DEBIT,1433.18,USD,Vertex Supplies Corporation,715100412638,INV-2026-001818,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001818
BNK-00001744,2026-05-13,DEBIT,2983.09,USD,Zenith Packaging Limited,521010568149,INV-2026-001819,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001819
BNK-00001876,2026-05-13,DEBIT,6894.81,EUR,Pioneer Packaging Limited,786086128752,INV-2026-001947,CHEQUE,OPERATING-002,Vendor payment INV-2026-001947
BNK-00001909,2026-05-13,DEBIT,6194.34,GBP,Royal Supplies Incorporated,844119833085,INV-2026-001984,ACH,OPERATING-001,Vendor payment INV-2026-001984
BNK-00000547,2026-05-14,DEBIT,5924.37,USD,Summit Textiles Incorporated,595553303426,INV-2026-000579-P1,BANK_TRANSFER,PAYABLES-001,Part payment 1 for INV-2026-000579
